Timestamp,What is the job title that best describes your role when using Xarray?,What field do you work in?,How did you hear about this survey?,How often do you use Xarray?,How many years have you been using Xarray?,How do you rate your level of Xarray proficiency?,"For your applications that use Xarray, how critical is Xarray?",Is Xarray stable enough for you?,What Xarray resources have you used for support in the last six months?,"Which of Xarray's core features are most important to you? [Label-based indexing, interpolation, groupby, reindexing, and computation]",Which of Xarray's core features are most important to you? [Reading and writing files],Which of Xarray's core features are most important to you? [Parallel computation with Dask],Which of Xarray's core features are most important to you? [Interoperability with Pandas],Which of Xarray's core features are most important to you? [Plotting],Where do you use Xarray? [Personal laptop],Where do you use Xarray? [Large workstation],Where do you use Xarray? [HPC cluster],Where do you use Xarray? [Cloud cluster],Interactive or batch? [Interactive:  I use Xarray with Jupyter or IPython when playing with data],Interactive or batch? [Batch: I use Xarray in scripts that run in the future],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 3*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 4*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Zarr*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GRIB*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GeoTIFF*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Python Pickle*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [HDF 4/5],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other Image format (PNG, JPG, TIFF, etc.)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Video (e.g. MP4)],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Database (e.g. MongoDB)],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Tensors (e.g. PyTorch, Tensorflow, NumPy)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other],"If you answered ""Other"" above, please list any additional formats:",How easy is it for you to upgrade to newer versions of Python libraries?,"What are some other libraries that you often use with Xarray? (e.g. ""dask, pandas, scikit-learn"") ",What would make Xarray even more useful for your work?,What development activities would help you most right now? [Bug fixes],What development activities would help you most right now? [More documentation],What development activities would help you most right now? [More examples in my domain],What development activities would help you most right now? [New features],What development activities would help you most right now? [Performance improvements],"What common feature requests do you care about most? [More flexible indexing (i.e. selection, alignment)]","What common feature requests do you care about most? [More flexible backend arrays (e.g. Dask, CuPy, Pint, Sparse)]","What common feature requests do you care about most? [More flexible file IO (e.g. netCDF, Zarr, DB)]",What common feature requests do you care about most? [Better physical unit support],What common feature requests do you care about most? [Better documentation / more examples from my field],"What common feature requests do you care about most? [Better interoperability with Machine Learning libraries (e.g. Scikit-learn, Tensorflow)]",Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [CuPy (GPU) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Sparse arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Dask arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Pint (unit-aware) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Other],"If you answered ""Other"" above, list any additional array types:",Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Rewrite introductory material to be more generic (less focused on NetCDF and geoscience applications)],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [A more modern web design],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Expanded set of domain-specific interactive tutorials],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Expanded set of generic examples for common workflow patterns],,
1/13/2021 14:17:50,Domain scientist / researcher,"Geosciences, Statistics & Machine Learning",Friend,Regularly (~weekly),1,2,2,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,2,1 (least),3,Never,Never,Regularly (~weekly),Never,Regularly (~weekly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),,,2,"numpy, dask, pandas, scipy, matplotlib, keras, tensorflow, scikit-learn, cartopy",,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,"Not relevant, Somewhat useful",Very useful,Very useful,Not interested,Not interested,Somewhat interested,Somewhat interested,,,4 (lowest priority),3,1 (highest priority),2,,
1/13/2021 15:18:04,Domain scientist / researcher,"Biosciences, Geosciences",Zulip,Regularly (~weekly),1,1,2,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag",5 (most),3,2,1 (least),4,Never,,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,,,3,"numpy, matplotlib, scipy, pandas",More examples on the documentation pages,Very useful,Critical,Critical,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Not relevant,Critical,Very useful,Not interested,Not interested,Somewhat interested,Not interested,,,4 (lowest priority),3,2,1 (highest priority),,
1/14/2021 8:17:56,Domain scientist / researcher,Air Traffic Management research,Twitter,Regularly (~weekly),2,2,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (http://xarray.pydata.org/),5 (most),4,1 (least),3,2,Occasionally (~monthly),Most days,Never,Never,Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Never,Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Never,,3,"cartopy, numpy,",Integration with more interpolation methods,Very useful,Somewhat useful,Not relevant,Very useful,Very useful,Somewhat useful,Very useful,Not relevant,Not relevant,Not relevant,Not relevant,Very interested,Somewhat interested,Somewhat interested,Somewhat interested,Not interested,,3,1 (highest priority),4 (lowest priority),2,,
1/14/2021 8:44:14,"Educator, Domain scientist / researcher",medical physics,Twitter,Regularly (~weekly),2,2,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag",5 (most),3,1 (least),4,2,Regularly (~weekly),Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Never,,2,"Pandas, scikit-learn, scikit-image",Improved documentation,Very useful,Critical,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Very useful,Critical,Very useful,Somewhat interested,Very interested,Not interested,Very interested,Not interested,,1 (highest priority),4 (lowest priority),2,3,,
1/14/2021 8:49:08,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),2,3,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/)",5 (most),4,3,2,1 (least),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,4,"Dask, cartopy",Better documentation of the Dask capability. And also more control over computations with Dask. I feel like a lot of the knobs I would like to turn are buried. Thank you for the great work!,Somewhat useful,Critical,Critical,Somewhat useful,Somewhat useful,"Very useful, Critical",Very useful,Very useful,Somewhat useful,Critical,Not relevant,Not interested,Not interested,Very interested,Not interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/14/2021 8:56:01,Domain scientist / researcher,Physics,Twitter,Occasionally (~monthly),2,1,1,No,Documentation (http://xarray.pydata.org/),5 (most),4,3,1 (least),2,Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,,3,"Dask, scipy, matplotlib",,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Not relevant,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Not interested,,2,4 (lowest priority),3,1 (highest priority),,
1/15/2021 5:33:32,"Educator, Domain scientist / researcher",Geosciences,Twitter,Regularly (~weekly),3,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (http://xarray.pydata.org/),,,,,,Occasionally (~monthly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Regularly (~weekly),Most days,Never,Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,,,4,"numpy, pandas ","The biggest problem to me is that xarray can handle years only between 1677 and 2262, and use less well-designed object beyond this year range. As a climate scientist, I need to evaluate the global warming impact upto 2300!",Somewhat useful,Not relevant,,Somewhat useful,Critical,Not relevant,Not relevant,Very useful,Somewhat useful,Somewhat useful,Not relevant,Not interested,Somewhat interested,Somewhat interested,Not interested,,,,,,,,
1/15/2021 9:12:04,Data scientist,"Geosciences, Statistics & Machine Learning",Friend,Most days,3,2,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",4,5 (most),3,2,1 (least),Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Most days,Never,Most days,Regularly (~weekly),Most days,Regularly (~weekly),,Never,Never,Never,Never,Never,Never,,4,"scikit-learn, numpy, keras, django","Publishing data from datasets with xarray in a ""REST API way"". xpublish is close to what I am looking for but JSON responses would be even better.",Not relevant,Somewhat useful,Critical,Very useful,Critical,Somewhat useful,Very useful,Critical,Somewhat useful,Very useful,Critical,Somewhat interested,Very interested,Somewhat interested,Not interested,,,3,4 (lowest priority),1 (highest priority),2,,
1/15/2021 12:49:00,Software engineer / developer,"Geosciences, Statistics & Machine Learning",Dask,Regularly (~weekly),2,2,3,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",4,2,5 (most),1 (least),3,Occasionally (~monthly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Most days,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Regularly (~weekly),Never,Never,Occasionally (~monthly),Most days,Never,,4,dask,Better integration with rasterio,Somewhat useful,Very useful,Very useful,Critical,Critical,"Somewhat useful, Very useful",Critical,Critical,Somewhat useful,Somewhat useful,Critical,Somewhat interested,Somewhat interested,Very interested,Not interested,,,3,4 (lowest priority),2,1 (highest priority),,
1/15/2021 21:10:34,System administrator,"Biosciences, Geosciences",Mailing list,Regularly (~weekly),1,0,2,Yes,,3,4,5 (most),2,1 (least),,,,Occasionally (~monthly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),,,,,,,,Regularly (~weekly),,,3,"Dask, kubernetes",,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Very useful,"Somewhat useful, Very useful",Very interested,Not interested,Very interested,Not interested,,,2,4 (lowest priority),1 (highest priority),3,,
1/16/2021 5:58:03,Data scientist,Geosciences,GitHub,Regularly (~weekly),2,2,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/)",4,5 (most),3,2,1 (least),Regularly (~weekly),Never,Never,Regularly (~weekly),Occasionally (~monthly),Most days,Never,Most days,Most days,Never,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,,,4,Dask,Better interface with Grib format,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Not interested,Somewhat interested,Somewhat interested,Somewhat interested,,,1 (highest priority),4 (lowest priority),2,3,,
1/18/2021 1:10:08,Data scientist,Geosciences,Friend,Most days,2,1,3,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",3,5 (most),2,4,1 (least),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),,Most days,,Regularly (~weekly),,,,,,,Occasionally (~monthly),,,2,"dask,holoviews,pandas",handling correctly the dates (no nano seconds added or interoperability with datetime ctf gregorian dates etc ... But may be it is a problem out of scope readging xarray...,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Somewhat interested,Very interested,Not interested,Not interested,,4 (lowest priority),3,2,1 (highest priority),,
1/19/2021 1:11:16,Domain scientist / researcher,Biosciences,Pangeo Forum,Most days,3,3,4,Yes,Documentation (http://xarray.pydata.org/),4,3,5 (most),1 (least),2,Regularly (~weekly),Most days,Regularly (~weekly),Never,Regularly (~weekly),Most days,,Most days,Regularly (~weekly),Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,,,4,dask distributed numpy pandas geopandas scipy scikit-learn numba rasterio matplotlib ,More examples on how treat workflow with big volume of data,Critical,Very useful,Very useful,Very useful,Critical,Very useful,Critical,Very useful,Somewhat useful,Critical,Somewhat useful,Not interested,Somewhat interested,Very interested,Not interested,,,3,4 (lowest priority),1 (highest priority),2,,
1/19/2021 9:00:42,"Domain scientist / researcher, Data scientist",Geosciences,Twitter,Regularly (~weekly),3,2,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),3,2,1 (least),4,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Most days,Occasionally (~monthly),,Most days,,,,Most days,,Most days,,,,,,2,"Dask, Pandas, numpy, cmocean",,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Not interested,Not interested,Very interested,Not interested,Not interested,,4 (lowest priority),3,2,1 (highest priority),,
1/19/2021 9:01:17,Student,Geosciences,Twitter,Regularly (~weekly),1,2,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag",,,5 (most),,,Never,Occasionally (~monthly),Most days,Never,Most days,Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,Dask,,Very useful,Somewhat useful,Critical,Somewhat useful,Critical,Somewhat useful,Critical,Critical,Somewhat useful,Critical,Critical,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,,,4 (lowest priority),2,1 (highest priority),,,
1/19/2021 9:05:22,Domain scientist / researcher,Geosciences,Twitter,Occasionally (~monthly),1,2,2,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/)",5 (most),3,4,1 (least),2,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,,,Occasionally (~monthly),,,,,,,,,,,4,dask,,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat interested,Not interested,Somewhat interested,Not interested,,,4 (lowest priority),3,2,1 (highest priority),,
1/19/2021 9:11:02,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),1,2,2,Yes,Documentation (http://xarray.pydata.org/),5 (most),2,3,1 (least),4,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Regularly (~weekly),Never,,2,"numpy, scipy, ",More documentation with more examples of how to do things to use as template code.,Critical,Critical,Critical,Somewhat useful,Critical,Very useful,Very useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,,2,4 (lowest priority),3,1 (highest priority),,
1/19/2021 9:35:16,Domain scientist / researcher,Geosciences,Twitter,Most days,3,3,4,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),2,4,1 (least),3,Occasionally (~monthly),Never,Most days,Never,Most days,Never,Most days,Most days,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,Never,,3,"Dask, Cartopy, xgcm",,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Not interested,Not interested,Very interested,Somewhat interested,,,4 (lowest priority),3,1 (highest priority),2,,
1/19/2021 9:39:51,"Student, Domain scientist / researcher","Geosciences, Civil Engineering",Twitter,Most days,1,2,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), GitHub issue trackers (reading past issues)",4,3,5 (most),1 (least),2,Never,Most days,Regularly (~weekly),Never,Never,Most days,Never,Most days,Occasionally (~monthly),Never,Never,Never,Never,Most days,Never,Never,Most days,Never,,4,"dask, numba, pathlib, tensorflow, pandas, numpy",I can't think of anything at the moment. Reading in ensemble data wasn't easy to learn about (and I still can't get it to work perfectly).,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Critical,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/19/2021 9:43:44,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),2,3,2,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag",5 (most),4,3,2,1 (least),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),,Regularly (~weekly),,,,Regularly (~weekly),,,,,,,,3,"dask, cartopy","I still find the system of dimensions & coordinates to be confusing and not that appropriate to my use (along-track satellite altimetry data) so would love for xarray to become more flexible/adaptable to more linear, and not gridded, but still large (!) datasets.",Somewhat useful,Very useful,Critical,Very useful,Very useful,"Very useful, Critical",Somewhat useful,Very useful,Somewhat useful,Critical,Somewhat useful,Somewhat interested,Somewhat interested,Very interested,Not interested,,,3,4 (lowest priority),1 (highest priority),2,,
1/19/2021 9:46:39,Student,Geosciences,Twitter,Occasionally (~monthly),1,2,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), GitHub issue trackers (reading past issues)",5 (most),4,3,1 (least),2,Most days,Never,Never,Never,Most days,Never,Occasionally (~monthly),Most days,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,2,Dask,Can’t think of anything right now,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Very useful,Somewhat useful,Not interested,Not interested,Very interested,Very interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/19/2021 9:47:13,"Domain scientist / researcher, Data scientist","Geosciences, Statistics & Machine Learning",Twitter,Most days,1,2,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",4,5 (most),3,1 (least),2,Most days,Regularly (~weekly),Occasionally (~monthly),Never,Most days,Regularly (~weekly),,Most days,Most days,Regularly (~weekly),Occasionally (~monthly),,,,,,Most days,,,3,"satpy, pyresample, TrollImage (-->Plan to develop x-image), Dask, pyTorch, Tensorflow, umap, vaex, pandas, scikit-image","Package Wish List:  Better integration of various libraries which wraps xarray for data remapping (pyinterp, pyresample, xESMF, xagg, ) and spatial manipulations (i.e. creation of a ""geo"" module with content from packages like rioxarray, regionmask, xshape,  xagg, xgeo, xmap, ...). 

Xarray features:  
- GroupBy on multiple dimensions !!!
- Develop GroupBySpatially(<another grid>) ... to compute whatever statistics / 
   spatial features (intersecting weights),  aggregation
- Indexing on non-dimension coordinates (although assing_coords().swap_dims() 
  still nice solution for 1D indexing
- Define .variables instead of always calling ds.data.keys() :)
- Implement backend to read a ZarrStore into numpy memmap (instead of dask) --> 
  Memory Mapping i.e. Torch Tensor directly to disk     
- Add optional structures for specific applications:   
  --> CRS :  Cartopy / Proj4  
  --> Mesh:  To store information for unstructured grid 
  --> Units 
- Compatibility between cartopy/proj4 
- Fast conversion from Dataset to Vaex (writing i.e. parquet to disk in parallel) 

GG",Very useful,Somewhat useful,Somewhat useful,Critical,Very useful,Critical,Very useful,Very useful,Somewhat useful,Somewhat useful,"Very useful, Critical",Very interested,Not interested,Very interested,Not interested,Very interested,Numpy Memmap !  Especially when opening a ZarrStore,4 (lowest priority),3,2,1 (highest priority),,
